Date,Product Name,City,Quantity Sold,Product Price,Revenue,Day of Week,Month,Season
2018-10-13,Antihistamines,Chennai,46,40.0,1840.0,5,10,Autumn
2018-10-13,Acetylsalicylic Acid,Kanchipuram,49,25.0,1225.0,5,10,Autumn
2018-10-13,Duloxetine,Chennai,94,180.0,16920.0,5,10,Autumn
2018-10-14,Azithromycin,Thanjavur,52,50.0,2600.0,6,10,Autumn
2018-10-14,Carisoprodol,Kanchipuram,65,55.0,3575.0,6,10,Autumn
2018-10-14,Olanzapine,Tiruchirappalli,100,140.0,14000.0,6,10,Autumn
2018-10-14,Hydrocodone,Madurai,84,60.0,5040.0,6,10,Autumn
2018-10-14,Paracetamol,Tiruchirappalli,61,20.0,1220.0,6,10,Autumn
2018-10-15,Quetiapine,Madurai,56,130.0,7280.0,0,10,Autumn
2018-10-15,Clonazepam,Tirunelveli,55,50.0,2750.0,0,10,Autumn
2018-10-15,Lorazepam,Tirunelveli,73,70.0,5110.0,0,10,Autumn
2018-10-15,Antihistamines,Tirunelveli,66,40.0,2640.0,0,10,Autumn
2018-10-15,Methadone,Tirunelveli,52,150.0,7800.0,0,10,Autumn
2018-10-16,Quetiapine,Thanjavur,82,130.0,10660.0,1,10,Autumn
2018-10-16,Ibuprofen,Chennai,90,30.0,2700.0,1,10,Autumn
2018-10-16,Carisoprodol,Chennai,91,55.0,5005.0,1,10,Autumn
2018-10-16,Antacids,Tirunelveli,69,15.0,1035.0,1,10,Autumn
2018-10-16,Tamsulosin,Salem,96,55.0,5280.0,1,10,Autumn
2018-10-17,Paracetamol,Thanjavur,65,20.0,1300.0,2,10,Autumn
2018-10-17,Ibuprofen,Kanchipuram,100,30.0,3000.0,2,10,Autumn
2018-10-17,Clonazepam,Madurai,54,50.0,2700.0,2,10,Autumn
2018-10-17,Clarithromycin,Kanchipuram,74,55.0,4070.0,2,10,Autumn
2018-10-17,Nifedipine,Chennai,88,50.0,4400.0,2,10,Autumn
2018-10-18,Vitamins,Erode,47,20.0,940.0,3,10,Autumn
2018-10-18,Metoprolol,Salem,48,40.0,1920.0,3,10,Autumn
2018-10-18,Amoxicillin,Tirunelveli,49,40.0,1960.0,3,10,Autumn
2018-10-18,Quetiapine,Vellore,81,130.0,10530.0,3,10,Autumn
2018-10-18,Sildenafil,Coimbatore,70,75.0,5250.0,3,10,Autumn
2018-10-19,Sertraline,Tiruchirappalli,66,200.0,13200.0,4,10,Autumn
2018-10-19,Ranitidine,Chennai,78,25.0,1950.0,4,10,Autumn
2018-10-19,Ezetimibe,Tirunelveli,48,80.0,3840.0,4,10,Autumn
2018-10-19,Bupropion,Vellore,45,240.0,10800.0,4,10,Autumn
2018-10-19,Fluoxetine,Coimbatore,82,220.0,18040.0,4,10,Autumn
2018-10-20,Paracetamol,Coimbatore,40,20.0,800.0,5,10,Autumn
2018-10-20,Tamsulosin,Tiruchirappalli,74,55.0,4070.0,5,10,Autumn
2018-10-20,Duloxetine,Tirunelveli,77,180.0,13860.0,5,10,Autumn
2018-10-20,Methotrexate,Tiruchirappalli,50,90.0,4500.0,5,10,Autumn
2018-10-20,Omeprazole,Vellore,53,45.0,2385.0,5,10,Autumn
2018-10-21,Levothyroxine,Salem,96,100.0,9600.0,6,10,Autumn
2018-10-21,Venlafaxine,Chennai,52,190.0,9880.0,6,10,Autumn
2018-10-21,Ranitidine,Madurai,54,25.0,1350.0,6,10,Autumn
2018-10-21,Warfarin,Vellore,55,85.0,4675.0,6,10,Autumn
2018-10-21,Prednisolone,Vellore,50,90.0,4500.0,6,10,Autumn
2018-10-22,Clopidogrel,Erode,85,70.0,5950.0,0,10,Autumn
2018-10-22,Topiramate,Coimbatore,96,110.0,10560.0,0,10,Autumn
2018-10-22,Ranitidine,Tirunelveli,46,25.0,1150.0,0,10,Autumn
2018-10-22,Warfarin,Kanchipuram,84,85.0,7140.0,0,10,Autumn
2018-10-22,Tamsulosin,Chennai,99,55.0,5445.0,0,10,Autumn
2018-10-23,Azithromycin,Erode,59,50.0,2950.0,1,10,Autumn
2018-10-23,Nifedipine,Tirunelveli,54,50.0,2700.0,1,10,Autumn
2018-10-23,Nifedipine,Tirunelveli,90,50.0,4500.0,1,10,Autumn
2018-10-23,Duloxetine,Madurai,52,180.0,9360.0,1,10,Autumn
2018-10-23,Losartan,Tirunelveli,87,55.0,4785.0,1,10,Autumn
2018-10-24,Hydrocodone,Chennai,92,60.0,5520.0,2,10,Autumn
2018-10-24,Lorazepam,Tirunelveli,69,70.0,4830.0,2,10,Autumn
2018-10-24,Azithromycin,Vellore,99,50.0,4950.0,2,10,Autumn
2018-10-24,Topiramate,Kanchipuram,99,110.0,10890.0,2,10,Autumn
2018-10-24,Diphenhydramine,Kanchipuram,41,30.0,1230.0,2,10,Autumn
2018-10-25,Paroxetine,Erode,95,210.0,19950.0,3,10,Autumn
2018-10-25,Acetylsalicylic Acid,Madurai,49,25.0,1225.0,3,10,Autumn
2018-10-25,Probiotics,Salem,90,35.0,3150.0,3,10,Autumn
2018-10-25,Doxycycline,Chennai,81,80.0,6480.0,3,10,Autumn
2018-10-25,Bupropion,Tiruchirappalli,57,240.0,13680.0,3,10,Autumn
2018-10-26,Hydrocodone,Vellore,82,60.0,4920.0,4,10,Autumn
2018-10-26,Metoprolol,Madurai,44,40.0,1760.0,4,10,Autumn
2018-10-26,Ezetimibe,Kanchipuram,58,80.0,4640.0,4,10,Autumn
2018-10-26,Duloxetine,Madurai,53,180.0,9540.0,4,10,Autumn
2018-10-26,Clopidogrel,Kanchipuram,75,70.0,5250.0,4,10,Autumn
2018-10-27,Warfarin,Tirunelveli,99,85.0,8415.0,5,10,Autumn
2018-10-27,Amoxicillin,Erode,50,40.0,2000.0,5,10,Autumn
2018-10-27,Ranitidine,Kanchipuram,91,25.0,2275.0,5,10,Autumn
2018-10-27,Carisoprodol,Kanchipuram,47,55.0,2585.0,5,10,Autumn
2018-10-27,Bupropion,Madurai,74,240.0,17760.0,5,10,Autumn
2018-10-28,Cyclobenzaprine,Kanchipuram,96,40.0,3840.0,6,10,Autumn
2018-10-28,Antihistamines,Salem,84,40.0,3360.0,6,10,Autumn
2018-10-28,Methadone,Kanchipuram,80,150.0,12000.0,6,10,Autumn
2018-10-28,Metformin,Tiruchirappalli,54,35.0,1890.0,6,10,Autumn
2018-10-28,Nifedipine,Vellore,50,50.0,2500.0,6,10,Autumn
2018-10-29,Olanzapine,Erode,44,140.0,6160.0,0,10,Autumn
2018-10-29,Ezetimibe,Kanchipuram,96,80.0,7680.0,0,10,Autumn
2018-10-29,Ranitidine,Madurai,53,25.0,1325.0,0,10,Autumn
2018-10-29,Paracetamol,Vellore,75,20.0,1500.0,0,10,Autumn
2018-10-29,Olanzapine,Vellore,98,140.0,13720.0,0,10,Autumn
2018-10-30,Amoxicillin,Salem,68,40.0,2720.0,1,10,Autumn
2018-10-30,Sodium Valproate,Kanchipuram,48,95.0,4560.0,1,10,Autumn
2018-10-30,Gabapentin,Kanchipuram,71,60.0,4260.0,1,10,Autumn
2018-10-30,Ezetimibe,Vellore,61,80.0,4880.0,1,10,Autumn
2018-10-30,Olanzapine,Madurai,44,140.0,6160.0,1,10,Autumn
2018-10-31,Loratadine,Erode,44,20.0,880.0,2,10,Autumn
2018-10-31,Clarithromycin,Chennai,82,55.0,4510.0,2,10,Autumn
2018-10-31,Clarithromycin,Chennai,62,55.0,3410.0,2,10,Autumn
2018-10-31,Doxycycline,Tirunelveli,51,80.0,4080.0,2,10,Autumn
2018-10-31,Clopidogrel,Thanjavur,63,70.0,4410.0,2,10,Autumn
2018-11-01,Hydrocodone,Erode,112,63.98,7166.12,3,11,Autumn
2018-11-01,Nifedipine,Chennai,131,54.38,7123.98,3,11,Autumn
2018-11-01,Antihistamines,Chennai,76,42.61,3238.67,3,11,Autumn
2018-11-01,Sildenafil,Tirunelveli,97,81.24,7880.69,3,11,Autumn
2018-11-01,Ezetimibe,Tirunelveli,92,85.21,7839.43,3,11,Autumn
2018-11-02,Clopidogrel,Madurai,105,76.14,7995.2,4,11,Autumn
2018-11-02,Metoprolol,Coimbatore,72,43.27,3115.54,4,11,Autumn
2018-11-02,Probiotics,Tiruchirappalli,105,37.01,3885.58,4,11,Autumn
2018-11-02,Ezetimibe,Coimbatore,121,84.83,10264.82,4,11,Autumn
2018-11-02,Vitamins,Tirunelveli,99,21.56,2133.95,4,11,Autumn
2018-11-03,Buprenorphine,Erode,88,169.11,14881.6,5,11,Autumn
2018-11-03,Lorazepam,Salem,106,74.36,7881.86,5,11,Autumn
2018-11-03,Lorazepam,Salem,83,75.28,6248.09,5,11,Autumn
2018-11-03,Alprazolam,Vellore,104,74.47,7744.77,5,11,Autumn
2018-11-03,Paracetamol,Salem,117,21.72,2541.82,5,11,Autumn
2018-11-04,Fluoxetine,Tiruchirappalli,146,240.78,35154.41,6,11,Autumn
2018-11-04,Quetiapine,Vellore,132,136.66,18038.97,6,11,Autumn
2018-11-04,Sodium Valproate,Tirunelveli,130,103.14,13407.78,6,11,Autumn
2018-11-04,Tamsulosin,Vellore,114,58.33,6649.69,6,11,Autumn
2018-11-04,Oxycodone,Tiruchirappalli,83,81.23,6742.15,6,11,Autumn
2018-11-05,Ibuprofen,Vellore,148,32.18,4762.83,0,11,Autumn
2018-11-05,Levothyroxine,Vellore,139,105.01,14596.95,0,11,Autumn
2018-11-05,Nifedipine,Kanchipuram,114,52.98,6039.73,0,11,Autumn
2018-11-05,Hydrochlorothiazide,Chennai,89,32.77,2916.89,0,11,Autumn
2018-11-05,Antacids,Madurai,90,15.84,1425.81,0,11,Autumn
2018-11-06,Clonazepam,Salem,97,54.16,5253.5,1,11,Autumn
2018-11-06,Carisoprodol,Madurai,109,60.13,6553.68,1,11,Autumn
2018-11-06,Aspirin,Madurai,136,27.1,3685.12,1,11,Autumn
2018-11-06,Quetiapine,Thanjavur,76,138.21,10504.17,1,11,Autumn
2018-11-06,Doxycycline,Vellore,121,87.22,10553.55,1,11,Autumn
2018-11-07,Clopidogrel,Thanjavur,145,75.88,11002.71,2,11,Autumn
2018-11-07,Furosemide,Madurai,86,26.28,2259.95,2,11,Autumn
2018-11-07,Sertraline,Coimbatore,107,217.73,23297.18,2,11,Autumn
2018-11-07,Mirtazapine,Vellore,97,246.95,23954.61,2,11,Autumn
2018-11-07,Pregabalin,Vellore,123,76.04,9352.88,2,11,Autumn
2018-11-08,Methocarbamol,Coimbatore,74,48.62,3597.95,3,11,Autumn
2018-11-08,Hydrocodone,Tiruchirappalli,144,65.81,9477.03,3,11,Autumn
2018-11-08,Paracetamol,Erode,136,21.11,2870.51,3,11,Autumn
2018-11-08,Diazepam,Erode,85,65.51,5568.03,3,11,Autumn
2018-11-08,Cough Syrups,Tiruchirappalli,95,27.03,2567.45,3,11,Autumn
2018-11-09,Clopidogrel,Madurai,112,75.95,8506.4,4,11,Autumn
2018-11-09,Cough Syrups,Chennai,115,26.77,3078.88,4,11,Autumn
2018-11-09,Antihistamines,Coimbatore,81,43.98,3562.14,4,11,Autumn
2018-11-09,Probiotics,Vellore,136,37.14,5051.04,4,11,Autumn
2018-11-09,Propylthiouracil,Erode,136,91.31,12418.08,4,11,Autumn
2018-11-10,Diazepam,Tirunelveli,83,63.77,5292.9,5,11,Autumn
2018-11-10,Venlafaxine,Kanchipuram,87,206.54,17969.05,5,11,Autumn
2018-11-10,Aspirin,Vellore,146,26.89,3925.59,5,11,Autumn
2018-11-10,Acetylsalicylic Acid,Salem,100,26.37,2637.08,5,11,Autumn
2018-11-10,Acetylsalicylic Acid,Kanchipuram,100,27.09,2709.36,5,11,Autumn
2018-11-11,Oxycodone,Coimbatore,133,79.94,10631.99,6,11,Autumn
2018-11-11,Tamsulosin,Vellore,100,59.07,5907.4,6,11,Autumn
2018-11-11,Methadone,Madurai,135,161.64,21821.69,6,11,Autumn
2018-11-11,Furosemide,Tiruchirappalli,102,27.47,2802.4,6,11,Autumn
2018-11-11,Sertraline,Kanchipuram,148,212.39,31433.78,6,11,Autumn
2018-11-12,Clopidogrel,Salem,128,76.95,9850.01,0,11,Autumn
2018-11-12,Ibuprofen,Kanchipuram,144,32.58,4690.98,0,11,Autumn
2018-11-12,Loratadine,Tirunelveli,121,21.14,2557.43,0,11,Autumn
2018-11-12,Topiramate,Tirunelveli,98,116.1,11378.11,0,11,Autumn
2018-11-12,Glibenclamide,Vellore,105,49.27,5173.39,0,11,Autumn
2018-11-13,Fluoxetine,Thanjavur,118,235.54,27793.39,1,11,Autumn
2018-11-13,Codeine,Chennai,131,53.35,6988.27,1,11,Autumn
2018-11-13,Clopidogrel,Erode,98,74.31,7282.49,1,11,Autumn
2018-11-13,Quetiapine,Tirunelveli,104,141.75,14741.79,1,11,Autumn
2018-11-13,Oxycodone,Coimbatore,102,81.52,8315.46,1,11,Autumn
2018-11-14,Bupropion,Tiruchirappalli,144,262.19,37755.38,2,11,Autumn
2018-11-14,Antihistamines,Tiruchirappalli,111,42.71,4740.75,2,11,Autumn
2018-11-14,Tamsulosin,Tiruchirappalli,144,60.36,8691.72,2,11,Autumn
2018-11-14,Acetaminophen,Coimbatore,70,21.22,1485.1,2,11,Autumn
2018-11-14,Ranitidine,Kanchipuram,132,27.35,3609.63,2,11,Autumn
2018-11-15,Mirtazapine,Tiruchirappalli,122,241.77,29495.76,3,11,Autumn
2018-11-15,Probiotics,Thanjavur,72,36.81,2650.47,3,11,Autumn
2018-11-15,Aspirin,Salem,105,26.32,2763.35,3,11,Autumn
2018-11-15,Ranitidine,Madurai,140,27.25,3814.52,3,11,Autumn
2018-11-15,Bupropion,Tiruchirappalli,109,258.8,28209.08,3,11,Autumn
2018-11-16,Olanzapine,Erode,102,147.99,15095.26,4,11,Autumn
2018-11-16,Clonazepam,Thanjavur,73,53.91,3935.29,4,11,Autumn
2018-11-16,Amoxicillin,Erode,129,42.01,5418.8,4,11,Autumn
2018-11-16,Gabapentin,Erode,77,64.52,4968.09,4,11,Autumn
2018-11-16,Diazepam,Erode,138,65.68,9063.47,4,11,Autumn
2018-11-17,Metoprolol,Tiruchirappalli,83,42.38,3517.73,5,11,Autumn
2018-11-17,Clarithromycin,Madurai,92,60.06,5525.73,5,11,Autumn
2018-11-17,Clarithromycin,Erode,99,58.61,5802.23,5,11,Autumn
2018-11-17,Clarithromycin,Tiruchirappalli,144,58.97,8491.17,5,11,Autumn
2018-11-17,Buprenorphine,Tirunelveli,113,169.26,19126.42,5,11,Autumn
2018-11-18,Ezetimibe,Vellore,142,87.03,12358.46,6,11,Autumn
2018-11-18,Gabapentin,Salem,85,64.28,5463.42,6,11,Autumn
2018-11-18,Paroxetine,Erode,126,230.29,29015.92,6,11,Autumn
2018-11-18,Levothyroxine,Coimbatore,124,106.67,13227.12,6,11,Autumn
2018-11-18,Prednisolone,Erode,106,98.52,10443.48,6,11,Autumn
2018-11-19,Paroxetine,Chennai,150,221.17,33174.82,0,11,Autumn
2018-11-19,Buprenorphine,Coimbatore,147,174.82,25698.92,0,11,Autumn
2018-11-19,Hydrocodone,Madurai,83,65.05,5399.31,0,11,Autumn
2018-11-19,Tamsulosin,Tiruchirappalli,77,58.07,4471.37,0,11,Autumn
2018-11-19,Diphenhydramine,Kanchipuram,95,32.54,3091.1,0,11,Autumn
2018-11-20,Nifedipine,Tirunelveli,71,53.24,3779.83,1,11,Autumn
2018-11-20,Paracetamol,Kanchipuram,140,21.49,3008.84,1,11,Autumn
2018-11-20,Mirtazapine,Madurai,106,243.19,25778.43,1,11,Autumn
2018-11-20,Paroxetine,Kanchipuram,122,230.39,28107.3,1,11,Autumn
2018-11-20,Acetylsalicylic Acid,Chennai,96,26.64,2557.23,1,11,Autumn
2018-11-21,Codeine,Tiruchirappalli,91,54.69,4976.88,2,11,Autumn
2018-11-21,Carisoprodol,Madurai,114,57.82,6591.07,2,11,Autumn
2018-11-21,Sodium Valproate,Salem,138,101.6,14021.26,2,11,Autumn
2018-11-21,Bupropion,Coimbatore,99,254.45,25190.52,2,11,Autumn
2018-11-21,Prednisolone,Chennai,112,95.63,10710.3,2,11,Autumn
2018-11-22,Ranitidine,Coimbatore,117,27.05,3165.02,3,11,Autumn
2018-11-22,Antihistamines,Coimbatore,137,43.97,6023.52,3,11,Autumn
2018-11-22,Hydrochlorothiazide,Kanchipuram,121,32.21,3897.12,3,11,Autumn
2018-11-22,Methadone,Vellore,138,160.22,22110.84,3,11,Autumn
2018-11-22,Acetaminophen,Tiruchirappalli,113,21.39,2416.78,3,11,Autumn
2018-11-23,Nifedipine,Chennai,79,54.91,4337.83,4,11,Autumn
2018-11-23,Metoprolol,Salem,119,43.28,5149.82,4,11,Autumn
2018-11-23,Codeine,Coimbatore,108,54.88,5926.62,4,11,Autumn
2018-11-23,Antacids,Erode,144,15.94,2295.68,4,11,Autumn
2018-11-23,Metoprolol,Coimbatore,130,42.63,5542.48,4,11,Autumn
2018-11-24,Tamsulosin,Tirunelveli,82,58.65,4809.24,5,11,Autumn
2018-11-24,Gabapentin,Erode,84,63.13,5303.04,5,11,Autumn
2018-11-24,Losartan,Thanjavur,75,58.93,4419.93,5,11,Autumn
2018-11-24,Sodium Valproate,Coimbatore,97,102.94,9985.47,5,11,Autumn
2018-11-24,Levothyroxine,Erode,121,109.77,13281.78,5,11,Autumn
2018-11-25,Omeprazole,Coimbatore,107,47.27,5058.2,6,11,Autumn
2018-11-25,Metformin,Kanchipuram,84,37.78,3173.88,6,11,Autumn
2018-11-25,Sertraline,Coimbatore,108,214.23,23136.37,6,11,Autumn
2018-11-25,Clonazepam,Chennai,142,52.71,7485.33,6,11,Autumn
2018-11-25,Metoprolol,Madurai,110,43.37,4770.82,6,11,Autumn
2018-11-26,Metformin,Kanchipuram,74,37.24,2755.52,0,11,Autumn
2018-11-26,Ezetimibe,Madurai,144,87.0,12528.2,0,11,Autumn
2018-11-26,Metformin,Tiruchirappalli,77,38.31,2949.96,0,11,Autumn
2018-11-26,Methadone,Tirunelveli,127,157.8,20040.43,0,11,Autumn
2018-11-26,Diazepam,Coimbatore,106,64.76,6864.65,0,11,Autumn
2018-11-27,Sildenafil,Madurai,106,80.16,8497.46,1,11,Autumn
2018-11-27,Metoprolol,Erode,119,43.05,5122.52,1,11,Autumn
2018-11-27,Topiramate,Erode,110,120.61,13266.57,1,11,Autumn
2018-11-27,Metformin,Madurai,108,37.65,4065.81,1,11,Autumn
2018-11-27,Diazepam,Salem,124,63.16,7831.67,1,11,Autumn
2018-11-28,Pregabalin,Vellore,105,76.17,7998.34,2,11,Autumn
2018-11-28,Buprenorphine,Erode,127,174.51,22162.2,2,11,Autumn
2018-11-28,Tamsulosin,Tirunelveli,140,60.27,8437.74,2,11,Autumn
2018-11-28,Aspirin,Vellore,108,27.45,2964.11,2,11,Autumn
2018-11-28,Quetiapine,Tirunelveli,88,138.39,12178.07,2,11,Autumn
2018-11-29,Risperidone,Vellore,145,128.2,18588.43,3,11,Autumn
2018-11-29,Furosemide,Vellore,78,27.18,2120.42,3,11,Autumn
2018-11-29,Sertraline,Vellore,76,215.71,16394.31,3,11,Autumn
2018-11-29,Sodium Valproate,Vellore,130,103.12,13405.96,3,11,Autumn
2018-11-29,Pregabalin,Chennai,129,76.13,9821.07,3,11,Autumn
2018-11-30,Lorazepam,Salem,88,74.2,6529.17,4,11,Autumn
2018-11-30,Fluoxetine,Salem,93,236.26,21972.51,4,11,Autumn
2018-11-30,Lorazepam,Tirunelveli,77,75.64,5824.19,4,11,Autumn
2018-11-30,Mirtazapine,Vellore,106,252.29,26742.63,4,11,Autumn
2018-11-30,Prednisolone,Madurai,79,94.63,7475.95,4,11,Autumn
2018-12-01,Sodium Valproate,Tiruchirappalli,78,101.22,7894.85,5,12,Winter
2018-12-01,Cough Syrups,Kanchipuram,84,27.45,2305.83,5,12,Winter
2018-12-01,Hydrocodone,Vellore,79,65.55,5178.44,5,12,Winter
2018-12-01,Buprenorphine,Kanchipuram,86,168.56,14495.78,5,12,Winter
2018-12-01,Sildenafil,Chennai,76,81.7,6209.56,5,12,Winter
2018-12-02,Methocarbamol,Vellore,120,47.91,5749.77,6,12,Winter
2018-12-02,Simvastatin,Coimbatore,86,64.44,5541.72,6,12,Winter
2018-12-02,Lorazepam,Madurai,142,76.87,10914.86,6,12,Winter
2018-12-02,Diazepam,Thanjavur,146,65.53,9566.69,6,12,Winter
2018-12-02,Antihistamines,Thanjavur,117,43.05,5036.48,6,12,Winter
2018-12-03,Amoxicillin,Tiruchirappalli,128,42.13,5392.24,0,12,Winter
2018-12-03,Hydrocodone,Kanchipuram,103,64.51,6644.57,0,12,Winter
2018-12-03,Paracetamol,Madurai,110,21.18,2330.28,0,12,Winter
2018-12-03,Olanzapine,Thanjavur,84,149.02,12518.08,0,12,Winter
2018-12-03,Topiramate,Thanjavur,86,120.86,10393.77,0,12,Winter
2018-12-04,Fluoxetine,Coimbatore,144,231.2,33292.58,1,12,Winter
2018-12-04,Levothyroxine,Chennai,90,105.22,9469.42,1,12,Winter
2018-12-04,Lorazepam,Salem,113,75.42,8522.41,1,12,Winter
2018-12-04,Sodium Valproate,Thanjavur,146,103.0,15038.18,1,12,Winter
2018-12-04,Propylthiouracil,Tiruchirappalli,87,90.49,7873.04,1,12,Winter
2018-12-05,Bupropion,Madurai,139,252.59,35109.86,2,12,Winter
2018-12-05,Simvastatin,Tiruchirappalli,111,63.65,7065.11,2,12,Winter
2018-12-05,Methotrexate,Vellore,81,97.83,7923.87,2,12,Winter
2018-12-05,Vitamins,Tirunelveli,99,21.05,2083.67,2,12,Winter
2018-12-05,Omeprazole,Tirunelveli,96,48.48,4654.17,2,12,Winter
2018-12-06,Clonazepam,Chennai,84,54.52,4579.29,3,12,Winter
2018-12-06,Loratadine,Thanjavur,130,21.76,2829.3,3,12,Winter
2018-12-06,Topiramate,Chennai,93,117.34,10913.07,3,12,Winter
2018-12-06,Oxycodone,Kanchipuram,135,81.17,10958.08,3,12,Winter
2018-12-06,Methadone,Chennai,98,164.5,16120.54,3,12,Winter
2018-12-07,Omeprazole,Kanchipuram,144,48.64,7004.12,4,12,Winter
2018-12-07,Pregabalin,Coimbatore,143,76.97,11006.66,4,12,Winter
2018-12-07,Hydrochlorothiazide,Thanjavur,145,31.71,4598.57,4,12,Winter
2018-12-07,Duloxetine,Salem,98,190.48,18667.07,4,12,Winter
2018-12-07,Buprenorphine,Kanchipuram,118,170.74,20147.54,4,12,Winter
2018-12-08,Clopidogrel,Madurai,82,73.64,6038.51,5,12,Winter
2018-12-08,Methadone,Erode,112,163.79,18344.69,5,12,Winter
2018-12-08,Buprenorphine,Vellore,123,174.84,21505.27,5,12,Winter
2018-12-08,Sodium Valproate,Thanjavur,82,100.06,8204.62,5,12,Winter
2018-12-08,Antacids,Tiruchirappalli,92,15.83,1456.28,5,12,Winter
2018-12-09,Mirtazapine,Vellore,106,246.07,26083.33,6,12,Winter
2018-12-09,Sodium Valproate,Kanchipuram,82,103.78,8510.13,6,12,Winter
2018-12-09,Gabapentin,Tiruchirappalli,77,63.51,4890.37,6,12,Winter
2018-12-09,Ranitidine,Coimbatore,144,27.06,3895.95,6,12,Winter
2018-12-09,Vitamins,Thanjavur,130,21.08,2740.73,6,12,Winter
2018-12-10,Carisoprodol,Erode,71,58.3,4139.15,0,12,Winter
2018-12-10,Tamsulosin,Tirunelveli,79,58.88,4651.22,0,12,Winter
2018-12-10,Duloxetine,Salem,135,190.34,25695.41,0,12,Winter
2018-12-10,Carisoprodol,Tiruchirappalli,82,58.94,4833.18,0,12,Winter
2018-12-10,Methotrexate,Vellore,78,96.1,7495.61,0,12,Winter
2018-12-11,Antihistamines,Coimbatore,145,42.93,6224.96,1,12,Winter
2018-12-11,Codeine,Tiruchirappalli,132,54.3,7166.95,1,12,Winter
2018-12-11,Nifedipine,Kanchipuram,144,54.18,7802.35,1,12,Winter
2018-12-11,Metformin,Erode,134,38.35,5139.44,1,12,Winter
2018-12-11,Clopidogrel,Kanchipuram,123,75.15,9243.67,1,12,Winter
2018-12-12,Tamsulosin,Vellore,130,59.2,7696.44,2,12,Winter
2018-12-12,Oxycodone,Vellore,105,79.96,8396.16,2,12,Winter
2018-12-12,Risperidone,Thanjavur,90,129.59,11662.86,2,12,Winter
2018-12-12,Diazepam,Vellore,72,64.92,4673.96,2,12,Winter
2018-12-12,Levothyroxine,Coimbatore,94,105.61,9927.67,2,12,Winter
2018-12-13,Aspirin,Madurai,121,27.19,3290.54,3,12,Winter
2018-12-13,Antacids,Tiruchirappalli,129,15.98,2060.82,3,12,Winter
2018-12-13,Cetirizine,Kanchipuram,129,16.07,2072.85,3,12,Winter
2018-12-13,Cetirizine,Kanchipuram,124,16.18,2006.15,3,12,Winter
2018-12-13,Antacids,Coimbatore,93,16.04,1492.06,3,12,Winter
2018-12-14,Nifedipine,Tirunelveli,131,52.51,6878.89,4,12,Winter
2018-12-14,Warfarin,Tirunelveli,116,91.82,10650.73,4,12,Winter
2018-12-14,Clopidogrel,Madurai,143,75.63,10814.97,4,12,Winter
2018-12-14,Gabapentin,Madurai,102,64.61,6590.2,4,12,Winter
2018-12-14,Clarithromycin,Thanjavur,86,59.1,5082.9,4,12,Winter
2018-12-15,Azithromycin,Vellore,113,54.02,6104.59,5,12,Winter
2018-12-15,Bupropion,Erode,92,260.34,23951.37,5,12,Winter
2018-12-15,Fluoxetine,Erode,83,236.32,19614.6,5,12,Winter
2018-12-15,Levothyroxine,Vellore,136,107.06,14560.59,5,12,Winter
2018-12-15,Antacids,Salem,76,15.84,1203.98,5,12,Winter
2018-12-16,Aspirin,Erode,113,27.33,3088.68,6,12,Winter
2018-12-16,Losartan,Tirunelveli,148,59.8,8850.22,6,12,Winter
2018-12-16,Duloxetine,Erode,104,189.44,19702.12,6,12,Winter
2018-12-16,Ezetimibe,Coimbatore,127,85.01,10796.25,6,12,Winter
2018-12-16,Carisoprodol,Erode,96,58.89,5653.15,6,12,Winter
2018-12-17,Amoxicillin,Tirunelveli,137,43.3,5932.25,0,12,Winter
2018-12-17,Clopidogrel,Thanjavur,129,73.97,9542.02,0,12,Winter
2018-12-17,Sodium Valproate,Erode,77,104.09,8014.85,0,12,Winter
2018-12-17,Antihistamines,Tirunelveli,145,42.08,6101.93,0,12,Winter
2018-12-17,Acetylsalicylic Acid,Salem,70,27.38,1916.89,0,12,Winter
2018-12-18,Aspirin,Coimbatore,119,27.3,3249.22,1,12,Winter
2018-12-18,Tamsulosin,Tirunelveli,85,59.23,5034.23,1,12,Winter
2018-12-18,Methocarbamol,Kanchipuram,147,47.4,6967.87,1,12,Winter
2018-12-18,Azithromycin,Vellore,123,54.45,6697.8,1,12,Winter
2018-12-18,Simvastatin,Chennai,94,65.03,6112.48,1,12,Winter
2018-12-19,Aspirin,Kanchipuram,118,26.66,3146.44,2,12,Winter
2018-12-19,Duloxetine,Chennai,79,194.93,15399.47,2,12,Winter
2018-12-19,Alprazolam,Thanjavur,149,75.28,11216.53,2,12,Winter
2018-12-19,Furosemide,Tirunelveli,112,27.38,3066.35,2,12,Winter
2018-12-19,Paracetamol,Kanchipuram,85,21.76,1849.52,2,12,Winter
2018-12-20,Olanzapine,Coimbatore,134,152.2,20394.87,3,12,Winter
2018-12-20,Hydrochlorothiazide,Madurai,73,31.82,2323.19,3,12,Winter
2018-12-20,Clarithromycin,Coimbatore,109,58.09,6332.25,3,12,Winter
2018-12-20,Oxycodone,Madurai,147,79.6,11701.36,3,12,Winter
2018-12-20,Doxycycline,Tirunelveli,102,88.0,8975.56,3,12,Winter
2018-12-21,Levothyroxine,Tirunelveli,108,106.39,11489.64,4,12,Winter
2018-12-21,Sildenafil,Chennai,117,82.38,9638.08,4,12,Winter
2018-12-21,Tamsulosin,Madurai,127,58.32,7406.9,4,12,Winter
